Authority.Name,Fiscal.Year.End.Date,Cash.And.Cash.Equivalents,Investments,Receivables..Net,Other.Assets..Current.,Total.Current.Assets,Restricted.Cash.And.Investments,Long.Term.Receivables..Net,Other.Assets..Noncurrent.,Land.And.Other.Non.Depreciable.Property,Buildings.And.Equipment,Infrastructure,Accumulated.Depreciation,Net.Capital.Assets,Total.Noncurrent.Assets,Total.Assets,Accounts.Payable,Pension.Contribution.Payable..Current.,Other.Post.Employment.Benefits..Current.,Accrued.Liabilities,Deferred.Revenues,Bonds.And.Notes.Payable..Current.,Other.Long.Term.Obligations.Due.Within.One.Year,Total.Current.Liabilities,Pension.Contribution.Payable..Noncurrent.,Other.Post.Employment.Benefits..Noncurrent.,Bonds.And.Notes.Payable..Noncurrent.,Long.Term.Leases,Other.Long.Term.Obligations,Total.Noncurrent.Liabilities,Total.Liabilities,Invested.In.Capital.Assets..Net.Of.Related.Debt,Restricted.Net.Assets,Unrestricted.Net.Assets,Total.Net.Assets,Charges.For.Services,Rental.And.Financing.Income,Other.Operating.Revenues,Total.Operating.Revenue,Salaries.And.Wages,Other.Employee.Benefits,Professional.Services.Contracts,Supplies.And.Materials,Depreciation.And.Amortization,Other.Operating.Expenses,Total.Operating.Expenses,Operating.Income..Loss.,Investment.Earnings,State.Subsidies...Grants,Federal.Subsidies...Grants,Municipal.Subsidies...Grants,Public.Authority.Subsidies,Other.Non.operating.Revenues,Total.Non.Operating.Revenue,Interest.And.Other.Financing.Charges,Subsidies.To.Other.Public.Authorities,Grants.And.Donations,Other.Non.Operating.Expenses,Total.Non.Operating.Expenses,Income..Loss..Before.Contributions,Capital.Contributions,Change.in.net.assets,Net.Assets..Deficit..Beginning.Of.Year,Other.Net.Assets.Changes,Net.Assets..Deficit..At.End.Of.Year,,
Rensselaer Tobacco Asset Securitization Corporation,9/30/2024,32629.00,0.00,2255891.00,0.00,2288520.00,2168758.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2168758.00,4457278.00,0.00,0.00,0.00,117257.00,0.00,0.00,0.00,117257.00,0.00,0.00,32797265.00,0.00,7009048.00,39806313.00,39923570.00,0.00,4424649.00,-39890941.00,-35466292.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50165.00,50165.00,-50165.00,138659.00,0.00,0.00,0.00,0.00,2159757.00,2298416.00,1492532.00,0.00,0.00,0.00,1492532.00,755719.00,0.00,755719.00,-36222011.00,0.00,-35466292.00,4457278.00,OK
Riverhead IDA Economic Job Development Corporation,9/30/2024,249.00,0.00,0.00,0.00,249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,249.00,249.00,135875.00,0.00,0.00,135875.00,0.00,0.00,0.00,0.00,0.00,135900.00,135900.00,-25.00,12.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,-13.00,0.00,-13.00,262.00,0.00,249.00,249.00,OK
Rockland County Economic Assistance Corporation,9/30/2024,92620.00,0.00,0.00,0.00,92620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92620.00,5250.00,0.00,0.00,0.00,0.00,0.00,0.00,5250.00,0.00,0.00,0.00,0.00,0.00,0.00,5250.00,0.00,0.00,87370.00,87370.00,48750.00,0.00,0.00,48750.00,0.00,0.00,8039.00,0.00,0.00,62.00,8101.00,40649.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40649.00,0.00,40649.00,46721.00,0.00,87370.00,92620.00,OK
Rockland Second Tobacco Asset Securitization Corporation,9/30/2024,119877.00,0.00,824834.00,0.00,944711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,944711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,944711.00,944711.00,790865.00,0.00,0.00,790865.00,0.00,0.00,18750.00,0.00,0.00,13000.00,31750.00,759115.00,9282.00,0.00,0.00,0.00,0.00,0.00,9282.00,0.00,0.00,0.00,837821.00,837821.00,-69424.00,0.00,-69424.00,1014135.00,0.00,944711.00,944711.00,OK
Rockland Tobacco Asset Securitization Corporation,9/30/2024,4698149.00,0.00,3299334.00,31211.00,8028694.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8028694.00,0.00,0.00,0.00,457814.00,0.00,0.00,100576842.00,101034656.00,0.00,0.00,0.00,0.00,0.00,0.00,101034656.00,0.00,0.00,-93005962.00,-93005962.00,3163460.00,0.00,0.00,3163460.00,0.00,0.00,57840.00,0.00,0.00,45687.00,103527.00,3059933.00,247226.00,0.00,0.00,0.00,0.00,837821.00,1085047.00,6465260.00,0.00,0.00,0.00,6465260.00,-2320280.00,0.00,-2320280.00,-90685682.00,0.00,-93005962.00,8028694.00,OK
Sackets Harbor Local Development Corporation,9/30/2024,370324.00,260015.00,1538.00,0.00,631877.00,0.00,0.00,0.00,133786.00,0.00,0.00,0.00,133786.00,133786.00,765663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133786.00,0.00,631877.00,765663.00,0.00,11131.00,0.00,11131.00,0.00,0.00,12175.00,78.00,938.00,0.00,13191.00,-2060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2060.00,0.00,-2060.00,767723.00,0.00,765663.00,765663.00,OK
Saratoga County Capital Resource Corporation,9/30/2024,121102.00,308512.00,0.00,0.00,429614.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429614.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,429614.00,429614.00,0.00,0.00,0.00,0.00,0.00,0.00,78430.00,0.00,0.00,6400.00,84830.00,-84830.00,9334.00,0.00,0.00,0.00,0.00,15490.00,24824.00,0.00,0.00,8500.00,0.00,8500.00,-68506.00,0.00,-68506.00,498120.00,0.00,429614.00,429614.00,OK
"Saratoga County Prosperity Partnership, Inc",9/30/2024,172519.00,0.00,0.00,0.00,172519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172519.00,172519.00,0.00,0.00,92932.00,92932.00,0.00,0.00,11315.00,0.00,0.00,100113.00,111428.00,-18496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18496.00,0.00,-18496.00,191015.00,0.00,172519.00,172519.00,OK
Schenectady County Capital Resource Corporation,9/30/2024,107828.00,0.00,0.00,0.00,107828.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107828.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107828.00,107828.00,0.00,0.00,20.00,20.00,0.00,0.00,4300.00,0.00,0.00,0.00,4300.00,-4280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4280.00,0.00,-4280.00,112108.00,0.00,107828.00,107828.00,OK
Schuyler County Human Services Development Corporation,9/30/2024,46167.00,312995.00,328957.00,0.00,688119.00,12340.00,1150671.00,0.00,0.00,0.00,0.00,-2912191.00,2912191.00,4075202.00,4763321.00,17533.00,0.00,0.00,0.00,1479628.00,250000.00,70335.00,1817496.00,0.00,0.00,2380000.00,0.00,281062.00,2661062.00,4478558.00,-69206.00,325335.00,28634.00,284763.00,0.00,357075.00,3340.00,360415.00,0.00,0.00,6923.00,0.00,130277.00,3262.00,140462.00,219953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30594.00,0.00,0.00,0.00,30594.00,189359.00,0.00,189359.00,95404.00,0.00,284763.00,4763321.00,OK
Schuyler Tobacco Asset Securitization Corporation,9/30/2024,46150.00,315406.00,265000.00,0.00,626556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,626556.00,0.00,0.00,0.00,5121.00,0.00,117352.00,0.00,122473.00,0.00,0.00,0.00,0.00,6029026.00,6029026.00,6151499.00,0.00,271458.00,-5796401.00,-5524943.00,0.00,0.00,289092.00,289092.00,0.00,0.00,24112.00,0.00,492799.00,38589.00,555500.00,-266408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-266408.00,0.00,-266408.00,-5258535.00,0.00,-5524943.00,626556.00,OK
Seneca County Economic Development Corporation,9/30/2024,132330.00,0.00,0.00,0.00,132330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132330.00,132330.00,0.00,0.00,0.00,0.00,0.00,0.00,5385.00,0.00,0.00,10654.00,16039.00,-16039.00,56.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,-15983.00,0.00,-15983.00,148313.00,0.00,132330.00,132330.00,OK
Seneca Falls Development Corporation,9/30/2024,25408.00,0.00,0.00,10554.00,35962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35962.00,35962.00,2250.00,0.00,0.00,2250.00,0.00,0.00,63345.00,144.00,0.00,3848.00,67337.00,-65087.00,146.00,43650.00,0.00,68400.00,0.00,0.00,112196.00,0.00,0.00,0.00,50163.00,50163.00,-3054.00,0.00,-3054.00,37516.00,1500.00,35962.00,35962.00,OK
Seneca Tobacco Asset Securitization Corporation,9/30/2024,1161938.00,0.00,553072.00,0.00,1715010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1715010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12040224.00,0.00,0.00,12040224.00,12040224.00,0.00,1715010.00,-12040224.00,-10325214.00,0.00,0.00,537023.00,537023.00,0.00,0.00,0.00,0.00,0.00,838850.00,838850.00,-301827.00,31092.00,0.00,0.00,0.00,0.00,0.00,31092.00,0.00,0.00,0.00,0.00,0.00,-270735.00,0.00,-270735.00,-10054479.00,0.00,-10325214.00,1715010.00,OK
Sherburne Area Local Development Corporation,9/30/2024,149659.00,0.00,0.00,0.00,149659.00,0.00,0.00,0.00,789139.00,1150449.00,0.00,0.00,1939588.00,1939588.00,2089247.00,0.00,0.00,0.00,73795.00,0.00,0.00,0.00,73795.00,0.00,0.00,0.00,0.00,190531.00,190531.00,264326.00,1749057.00,0.00,75864.00,1824921.00,0.00,63000.00,0.00,63000.00,0.00,0.00,5800.00,0.00,42150.00,0.00,47950.00,15050.00,3697.00,0.00,0.00,0.00,0.00,0.00,3697.00,4649.00,0.00,0.00,0.00,4649.00,14098.00,0.00,14098.00,1810823.00,0.00,1824921.00,2089247.00,OK
"Southern Tier Network, Inc.",9/30/2024,1919144.00,6280279.00,864124.00,111872.00,9175419.00,0.00,0.00,1071611.00,0.00,0.00,22409233.00,5438125.00,16971108.00,18042719.00,27218138.00,516697.00,0.00,0.00,25795.00,3525629.00,0.00,0.00,4068121.00,0.00,0.00,0.00,0.00,13889509.00,13889509.00,17957630.00,0.00,0.00,9260508.00,9260508.00,1867081.00,0.00,128655.00,1995736.00,528732.00,79310.00,22330.00,871322.00,748455.00,585730.00,2835879.00,-840143.00,303868.00,450363.00,226929.00,139923.00,0.00,0.00,1121083.00,0.00,0.00,0.00,0.00,0.00,280940.00,0.00,280940.00,8979568.00,0.00,9260508.00,27218138.00,OK
Southold Local Development Corporation,9/30/2024,58566.00,102866.00,0.00,0.00,161432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161432.00,1800.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.00,0.00,0.00,159632.00,159632.00,11613.00,0.00,0.00,11613.00,19200.00,0.00,1800.00,0.00,0.00,600.00,21600.00,-9987.00,3318.00,0.00,0.00,0.00,0.00,0.00,3318.00,0.00,0.00,0.00,0.00,0.00,-6669.00,0.00,-6669.00,166301.00,0.00,159632.00,161432.00,OK
St. Lawrence County Industrial Development Agency Civic Development Corporation,9/30/2024,40839.00,0.00,522578.00,0.00,563417.00,0.00,5416.00,0.00,0.00,0.00,0.00,0.00,0.00,5416.00,568833.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,568708.00,0.00,568708.00,0.00,0.00,0.00,0.00,0.00,0.00,23300.00,0.00,0.00,1648.00,24948.00,-24948.00,1073.00,0.00,0.00,0.00,0.00,0.00,1073.00,0.00,0.00,0.00,0.00,0.00,-23875.00,0.00,-23875.00,592583.00,0.00,568708.00,568833.00,OK
St. Lawrence County Industrial Development Agency Local Development Corporation,9/30/2024,9284603.00,2122660.00,65850.00,764666.00,12237779.00,0.00,3241433.00,0.00,0.00,284521.00,0.00,0.00,284521.00,3525954.00,15763733.00,24254.00,0.00,0.00,0.00,0.00,0.00,3300.00,27554.00,0.00,0.00,0.00,0.00,0.00,0.00,27554.00,0.00,15015415.00,720764.00,15736179.00,0.00,204773.00,0.00,204773.00,76036.00,12982.00,33930.00,5003.00,0.00,36314.00,164265.00,40508.00,136372.00,0.00,0.00,0.00,0.00,30000.00,166372.00,0.00,7200.00,89999.00,46307.00,143506.00,63374.00,0.00,63374.00,15672805.00,0.00,15736179.00,15763733.00,OK
St. Lawrence County Property Development Corporation,9/30/2024,67063.00,0.00,0.00,0.00,67063.00,100000.00,0.00,0.00,1195365.00,0.00,0.00,0.00,1195365.00,1295365.00,1362428.00,829.00,0.00,0.00,0.00,0.00,504577.00,0.00,505406.00,0.00,0.00,86269.00,0.00,0.00,86269.00,591675.00,770753.00,0.00,0.00,770753.00,0.00,0.00,0.00,0.00,0.00,0.00,6936.00,0.00,0.00,16993.00,23929.00,-23929.00,2902.00,0.00,0.00,0.00,0.00,0.00,2902.00,0.00,0.00,0.00,31650.00,31650.00,-52677.00,0.00,-52677.00,823430.00,0.00,770753.00,1362428.00,OK
Steuben Area Economic Development Corporation,9/30/2024,130442.00,99367.00,0.00,0.00,229809.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229809.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,229809.00,229809.00,0.00,0.00,787.00,787.00,0.00,0.00,0.00,0.00,0.00,8701.00,8701.00,-7914.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7914.00,0.00,-7914.00,237723.00,0.00,229809.00,229809.00,OK
Steuben County Land Bank Corporation,9/30/2024,291895.00,0.00,127788.00,214832.00,634515.00,26038.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26038.00,660553.00,45566.00,0.00,0.00,0.00,26038.00,0.00,0.00,71604.00,0.00,0.00,0.00,0.00,0.00,0.00,71604.00,0.00,0.00,588949.00,588949.00,0.00,0.00,620267.00,620267.00,0.00,0.00,0.00,0.00,0.00,475085.00,475085.00,145182.00,497.00,0.00,0.00,0.00,0.00,0.00,497.00,0.00,0.00,0.00,0.00,0.00,145679.00,0.00,145679.00,443270.00,0.00,588949.00,660553.00,OK
Steuben Tobacco Asset Securitization Corporation,9/30/2024,210422.00,0.00,1580453.00,0.00,1790875.00,1850926.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1850926.00,3641801.00,693.00,0.00,0.00,96375.00,0.00,0.00,0.00,97068.00,0.00,0.00,41531220.00,0.00,0.00,41531220.00,41628288.00,0.00,1850926.00,-39837413.00,-37986487.00,0.00,0.00,1628975.00,1628975.00,0.00,0.00,25092.00,0.00,0.00,2606347.00,2631439.00,-1002464.00,114986.00,0.00,0.00,0.00,0.00,0.00,114986.00,0.00,0.00,0.00,0.00,0.00,-887478.00,0.00,-887478.00,-37099009.00,0.00,-37986487.00,3641801.00,OK
Suffolk County Economic Development Corporation,9/30/2024,830551.00,0.00,7332.00,1500.00,839383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,839383.00,24620.00,0.00,0.00,0.00,0.00,0.00,19351.00,43971.00,0.00,0.00,0.00,0.00,0.00,0.00,43971.00,0.00,0.00,795412.00,795412.00,18200.00,0.00,5139.00,23339.00,0.00,0.00,41779.00,0.00,0.00,61638.00,103417.00,-80078.00,32619.00,0.00,0.00,0.00,0.00,0.00,32619.00,0.00,0.00,0.00,0.00,0.00,-47459.00,0.00,-47459.00,842871.00,0.00,795412.00,839383.00,OK
Suffolk Tobacco Asset Securitization Corporation,9/30/2024,396826.00,629888.00,18222597.00,25359.00,19274670.00,13433583.00,0.00,158458574.00,0.00,0.00,0.00,0.00,0.00,171892157.00,191166827.00,2500.00,0.00,0.00,2108851.00,0.00,5210000.00,0.00,7321351.00,0.00,0.00,287047084.00,0.00,0.00,287047084.00,294368435.00,0.00,0.00,-103201608.00,-103201608.00,0.00,0.00,19341845.00,19341845.00,0.00,0.00,127144.00,0.00,7010673.00,1500000.00,8637817.00,10704028.00,821030.00,0.00,0.00,0.00,0.00,0.00,821030.00,8788265.00,0.00,0.00,0.00,8788265.00,2736793.00,0.00,2736793.00,-105938401.00,0.00,-103201608.00,191166827.00,OK
Sullivan County Funding Corporation,9/30/2024,241836.00,0.00,46655.00,3348.00,291839.00,0.00,90240.00,0.00,0.00,0.00,0.00,0.00,0.00,90240.00,382079.00,4598.00,0.00,0.00,0.00,0.00,0.00,0.00,4598.00,0.00,0.00,0.00,0.00,0.00,0.00,4598.00,0.00,0.00,377481.00,377481.00,5000.00,0.00,4558.00,9558.00,0.00,0.00,52571.00,30.00,0.00,200000.00,252601.00,-243043.00,152.00,0.00,0.00,0.00,0.00,0.00,152.00,0.00,0.00,0.00,0.00,0.00,-242891.00,0.00,-242891.00,607872.00,12500.00,377481.00,382079.00,OK
Sullivan Tobacco Asset Securitization Corporation,9/30/2024,167754.00,79283.00,1183000.00,4285.00,1434322.00,1108933.00,0.00,169929.00,0.00,0.00,0.00,0.00,0.00,1278862.00,2713184.00,0.00,0.00,0.00,50127.00,0.00,325000.00,0.00,375127.00,0.00,0.00,14477777.00,0.00,0.00,14477777.00,14852904.00,0.00,0.00,-12139720.00,-12139720.00,0.00,0.00,1146319.00,1146319.00,0.00,0.00,30062.00,0.00,0.00,5142.00,35204.00,1111115.00,73032.00,0.00,0.00,0.00,0.00,0.00,73032.00,561896.00,0.00,0.00,0.00,561896.00,622251.00,0.00,622251.00,-12761971.00,0.00,-12139720.00,2713184.00,OK
Sunset Lake Local Development Corporation,9/30/2024,75831.00,0.00,0.00,0.00,75831.00,0.00,0.00,1664715.00,0.00,0.00,0.00,0.00,0.00,1664715.00,1740546.00,0.00,0.00,0.00,0.00,0.00,0.00,288991.00,288991.00,0.00,0.00,0.00,0.00,0.00,0.00,288991.00,0.00,0.00,1451555.00,1451555.00,0.00,0.00,445599.00,445599.00,0.00,0.00,15948.00,70415.00,443315.00,1219.00,530897.00,-85298.00,46.00,0.00,0.00,0.00,0.00,-37407.00,-37361.00,0.00,0.00,0.00,0.00,0.00,-122659.00,0.00,-122659.00,1574214.00,0.00,1451555.00,1740546.00,OK
The Greene Local Development Corporation,9/30/2024,7850.00,0.00,0.00,0.00,7850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7850.00,7850.00,0.00,0.00,0.00,0.00,0.00,0.00,1300.00,0.00,0.00,0.00,1300.00,-1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1300.00,0.00,-1300.00,9150.00,0.00,7850.00,7850.00,OK
The North Country Alliance Local Development Corporation,9/30/2024,57752.00,0.00,195810.00,0.00,253562.00,1084806.00,1357560.00,0.00,0.00,0.00,0.00,0.00,0.00,2442366.00,2695928.00,0.00,0.00,0.00,2400.00,0.00,508779.00,0.00,511179.00,0.00,0.00,857807.00,0.00,0.00,857807.00,1368986.00,0.00,0.00,1326942.00,1326942.00,17148.00,84970.00,13301.00,115419.00,0.00,0.00,71184.00,602.00,0.00,4304.00,76090.00,39329.00,7942.00,0.00,0.00,0.00,0.00,12500.00,20442.00,15832.00,0.00,0.00,25468.00,41300.00,18471.00,0.00,18471.00,1308471.00,0.00,1326942.00,2695928.00,OK
The Suffolk County Land Bank Corporation,9/30/2024,3144995.00,0.00,10000.00,453634.00,3608629.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3608629.00,24087.00,0.00,0.00,162063.00,190000.00,0.00,0.00,376150.00,0.00,0.00,0.00,0.00,0.00,0.00,376150.00,0.00,0.00,3232479.00,3232479.00,84026.00,0.00,0.00,84026.00,0.00,0.00,218029.00,0.00,0.00,0.00,218029.00,-134003.00,152949.00,0.00,0.00,0.00,0.00,-523887.00,-370938.00,0.00,0.00,0.00,0.00,0.00,-504941.00,0.00,-504941.00,3737420.00,0.00,3232479.00,3608629.00,OK
The Sullivan County Infrastructure Local Development Corporation,9/30/2024,7056.00,408118.00,0.00,0.00,415174.00,3703803.00,0.00,0.00,0.00,0.00,78225096.00,0.00,78225096.00,81928899.00,82344073.00,11603.00,0.00,0.00,0.00,0.00,1975000.00,902875.00,2889478.00,0.00,0.00,100155633.00,0.00,0.00,100155633.00,103045111.00,-12130587.00,0.00,-8570451.00,-20701038.00,7393842.00,0.00,0.00,7393842.00,0.00,0.00,103813.00,0.00,0.00,0.00,103813.00,7290029.00,211009.00,0.00,0.00,0.00,0.00,0.00,211009.00,5541056.00,0.00,0.00,3232867.00,8773923.00,-1272885.00,0.00,-1272885.00,-19428153.00,0.00,-20701038.00,82344073.00,OK
The Town of Huntington Economic Development Corporation,9/30/2024,11094.00,0.00,0.00,0.00,11094.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11094.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11094.00,11094.00,0.00,0.00,11902.00,11902.00,0.00,0.00,0.00,0.00,0.00,11902.00,11902.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11094.00,0.00,11094.00,11094.00,OK
Three Falls Local Development Corporation,9/30/2024,17849.00,0.00,0.00,0.00,17849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17849.00,5493.00,0.00,0.00,0.00,0.00,0.00,0.00,5493.00,0.00,0.00,0.00,0.00,0.00,0.00,5493.00,0.00,0.00,12356.00,12356.00,0.00,0.00,0.00,0.00,0.00,0.00,17644.00,0.00,0.00,0.00,17644.00,-17644.00,0.00,0.00,0.00,30000.00,0.00,0.00,30000.00,0.00,0.00,0.00,0.00,0.00,12356.00,0.00,12356.00,0.00,0.00,12356.00,17849.00,OK
Ticonderoga Revitalization Alliance,9/30/2024,345301.00,0.00,18521.00,0.00,363822.00,512487.00,3434971.00,0.00,69140.00,0.00,0.00,0.00,69140.00,4016598.00,4380420.00,680.00,0.00,0.00,4043.00,0.00,0.00,0.00,4723.00,0.00,0.00,0.00,0.00,0.00,0.00,-4723.00,0.00,512487.00,3863210.00,4375697.00,5410.00,0.00,0.00,5410.00,182861.00,7627.00,12587.00,2907.00,0.00,54270.00,260252.00,-254842.00,8697.00,0.00,0.00,0.00,0.00,765527.00,774224.00,0.00,0.00,53160.00,0.00,53160.00,466222.00,0.00,466222.00,3909475.00,0.00,4375697.00,4380420.00,OK
Tioga County Local Development Corporation,9/30/2024,148738.00,0.00,0.00,62600.00,211338.00,0.00,0.00,54048.00,0.00,0.00,0.00,0.00,0.00,54048.00,265386.00,0.00,0.00,0.00,315.00,22573.00,0.00,10725.00,33613.00,0.00,0.00,0.00,42073.00,0.00,42073.00,75686.00,0.00,0.00,189700.00,189700.00,0.00,0.00,482337.00,482337.00,111586.00,0.00,16044.00,1111.00,0.00,326320.00,455061.00,27276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27276.00,0.00,27276.00,162424.00,0.00,189700.00,265386.00,OK
Tioga County Property Development Corporation,9/30/2024,420707.00,0.00,58876.00,167757.00,647340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,647340.00,0.00,0.00,0.00,24179.00,394394.00,0.00,0.00,418573.00,0.00,0.00,0.00,0.00,0.00,0.00,418573.00,0.00,0.00,228767.00,228767.00,0.00,0.00,601922.00,601922.00,0.00,0.00,243332.00,0.00,0.00,340075.00,583407.00,18515.00,0.00,0.00,0.00,0.00,0.00,2500.00,2500.00,0.00,0.00,0.00,0.00,0.00,21015.00,0.00,21015.00,207752.00,0.00,228767.00,647340.00,OK
Tioga Tobacco Asset Securitization Corporation,9/30/2024,143537.00,0.00,638984.00,0.00,782521.00,776087.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,776087.00,1558608.00,0.00,0.00,0.00,43000.00,0.00,12687754.00,0.00,12730754.00,0.00,0.00,5738032.00,0.00,0.00,5738032.00,18468786.00,0.00,0.00,-16910178.00,-16910178.00,638984.00,0.00,0.00,638984.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,638984.00,50684.00,0.00,0.00,0.00,0.00,0.00,50684.00,1089325.00,40000.00,0.00,20589.00,1149914.00,-460246.00,0.00,-460246.00,-16449932.00,0.00,-16910178.00,1558608.00,OK
Tompkins County Development Corporation,9/30/2024,535957.00,0.00,0.00,0.00,535957.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535957.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,535957.00,535957.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,0.00,8000.00,-8000.00,163.00,0.00,0.00,0.00,0.00,0.00,163.00,0.00,0.00,0.00,0.00,0.00,-7837.00,0.00,-7837.00,543794.00,0.00,535957.00,535957.00,OK
Tompkins Tobacco Asset Securitization Corporation,9/30/2024,149481.00,0.00,650000.00,4286.00,803767.00,649416.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,649416.00,1453183.00,0.00,0.00,0.00,14622.00,0.00,1204874.00,0.00,1219496.00,0.00,0.00,13867255.00,0.00,0.00,13867255.00,15086751.00,0.00,673125.00,-14306693.00,-13633568.00,0.00,0.00,668366.00,668366.00,0.00,0.00,32076.00,0.00,0.00,41142.00,73218.00,595148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1017307.00,1017307.00,-422159.00,0.00,-422159.00,-13211409.00,0.00,-13633568.00,1453183.00,OK
